provinsi,tahun,bulan,suhu_rata_c,suhu_max_c,suhu_min_c,curah_hujan_mm,kelembapan_pct,kec_angin_ms,sumber,nama_bulan
Kepulauan Bangka Belitung,2019,2,26.06,28.86,24.04,316.8,90.75,3.73,Open-Meteo ERA5,Februari
Kepulauan Bangka Belitung,2019,3,26.65,29.59,24.28,195.0,87.23,3.69,Open-Meteo ERA5,Maret
Kepulauan Bangka Belitung,2019,4,26.77,29.45,24.61,251.4,90.07,2.87,Open-Meteo ERA5,April
Kepulauan Bangka Belitung,2019,5,27.1,29.23,25.18,244.5,88.74,3.7,Open-Meteo ERA5,Mei
Kepulauan Bangka Belitung,2019,6,26.88,28.71,25.21,221.4,86.93,4.57,Open-Meteo ERA5,Juni
Kepulauan Bangka Belitung,2019,7,27.01,29.02,25.17,94.6,80.35,5.4,Open-Meteo ERA5,Juli
Kepulauan Bangka Belitung,2019,8,27.32,30.02,24.89,12.0,75.55,6.29,Open-Meteo ERA5,Agustus
Kepulauan Bangka Belitung,2019,9,27.33,30.13,24.64,34.9,76.53,5.94,Open-Meteo ERA5,September
Kepulauan Bangka Belitung,2019,10,27.46,29.98,25.08,47.6,79.35,4.51,Open-Meteo ERA5,Oktober
Kepulauan Bangka Belitung,2019,11,27.24,30.33,24.56,157.3,83.73,3.63,Open-Meteo ERA5,November
Kepulauan Bangka Belitung,2019,12,25.88,28.57,24.15,380.9,91.55,3.5,Open-Meteo ERA5,Desember
Kepulauan Bangka Belitung,2020,1,26.33,28.96,24.4,206.4,89.48,4.48,Open-Meteo ERA5,Januari
Kepulauan Bangka Belitung,2020,2,26.65,29.09,24.72,165.4,87.24,4.68,Open-Meteo ERA5,Februari
Kepulauan Bangka Belitung,2020,3,26.89,29.63,24.59,193.3,87.9,3.77,Open-Meteo ERA5,Maret
Kepulauan Bangka Belitung,2020,4,26.87,29.6,24.51,226.3,88.83,2.95,Open-Meteo ERA5,April
Kepulauan Bangka Belitung,2020,5,27.26,29.6,25.2,226.1,89.03,3.35,Open-Meteo ERA5,Mei
Kepulauan Bangka Belitung,2020,6,26.93,28.77,25.32,240.8,86.33,4.53,Open-Meteo ERA5,Juni
Kepulauan Bangka Belitung,2020,7,26.35,28.16,24.63,211.8,86.9,4.52,Open-Meteo ERA5,Juli
Kepulauan Bangka Belitung,2020,8,27.27,29.38,25.45,76.4,82.52,4.86,Open-Meteo ERA5,Agustus
Kepulauan Bangka Belitung,2020,9,26.68,28.97,24.64,167.7,85.43,4.61,Open-Meteo ERA5,September
Kepulauan Bangka Belitung,2020,10,26.54,29.11,24.51,293.4,87.87,3.5,Open-Meteo ERA5,Oktober
Kepulauan Bangka Belitung,2020,11,26.19,28.74,24.16,353.6,89.63,3.39,Open-Meteo ERA5,November
Kepulauan Bangka Belitung,2020,12,26.05,28.65,24.23,249.1,89.55,4.2,Open-Meteo ERA5,Desember
Kepulauan Bangka Belitung,2021,1,25.35,27.87,23.78,362.5,90.45,4.39,Open-Meteo ERA5,Januari
Kepulauan Bangka Belitung,2021,2,26.07,28.66,24.21,106.9,84.86,5.49,Open-Meteo ERA5,Februari
Kepulauan Bangka Belitung,2021,3,26.18,29.08,23.86,260.2,89.1,3.64,Open-Meteo ERA5,Maret
Kepulauan Bangka Belitung,2021,4,26.83,29.51,24.49,166.1,87.87,3.32,Open-Meteo ERA5,April
Kepulauan Bangka Belitung,2021,5,27.16,29.49,25.02,215.6,87.9,3.63,Open-Meteo ERA5,Mei
Kepulauan Bangka Belitung,2021,6,26.94,29.36,24.75,159.2,86.53,3.57,Open-Meteo ERA5,Juni
Kepulauan Bangka Belitung,2021,7,26.64,28.85,24.54,192.7,84.94,4.37,Open-Meteo ERA5,Juli
Kepulauan Bangka Belitung,2021,8,26.38,28.28,24.71,268.4,86.97,4.46,Open-Meteo ERA5,Agustus
Kepulauan Bangka Belitung,2021,9,26.65,28.82,24.76,188.7,86.23,4.04,Open-Meteo ERA5,September
Kepulauan Bangka Belitung,2021,10,26.74,29.54,24.4,217.5,87.0,3.49,Open-Meteo ERA5,Oktober
Kepulauan Bangka Belitung,2021,11,26.31,29.26,24.17,384.1,88.37,3.13,Open-Meteo ERA5,November
Kepulauan Bangka Belitung,2021,12,25.73,28.63,23.52,419.7,90.35,3.74,Open-Meteo ERA5,Desember
Kepulauan Bangka Belitung,2022,1,25.84,28.75,23.58,177.0,87.71,4.32,Open-Meteo ERA5,Januari
Kepulauan Bangka Belitung,2022,2,26.19,29.11,23.81,174.0,87.32,4.12,Open-Meteo ERA5,Februari
Kepulauan Bangka Belitung,2022,3,26.48,29.59,24.19,265.7,88.71,3.46,Open-Meteo ERA5,Maret
Kepulauan Bangka Belitung,2022,4,26.68,29.75,24.09,235.9,88.1,3.19,Open-Meteo ERA5,April
Kepulauan Bangka Belitung,2022,5,27.07,29.56,24.79,224.4,87.52,3.36,Open-Meteo ERA5,Mei
Kepulauan Bangka Belitung,2022,6,25.95,28.39,23.96,287.4,89.13,3.55,Open-Meteo ERA5,Juni
Kepulauan Bangka Belitung,2022,7,26.67,28.89,24.53,177.2,85.68,4.11,Open-Meteo ERA5,Juli
Kepulauan Bangka Belitung,2022,8,26.41,28.79,24.28,220.6,85.81,4.49,Open-Meteo ERA5,Agustus
Kepulauan Bangka Belitung,2022,9,26.19,28.71,24.07,221.5,87.17,3.78,Open-Meteo ERA5,September
Kepulauan Bangka Belitung,2022,10,25.68,28.54,23.53,447.9,90.52,3.22,Open-Meteo ERA5,Oktober
Kepulauan Bangka Belitung,2022,11,26.04,29.04,23.74,350.3,89.5,3.41,Open-Meteo ERA5,November
Kepulauan Bangka Belitung,2022,12,25.8,28.72,23.68,315.9,88.52,3.85,Open-Meteo ERA5,Desember
Kepulauan Bangka Belitung,2023,1,25.34,28.16,23.33,313.0,90.06,4.37,Open-Meteo ERA5,Januari
Kepulauan Bangka Belitung,2023,2,26.08,28.87,24.1,176.3,87.07,4.54,Open-Meteo ERA5,Februari
Kepulauan Bangka Belitung,2023,3,25.78,28.77,23.52,233.9,89.29,3.96,Open-Meteo ERA5,Maret
Kepulauan Bangka Belitung,2023,4,26.5,29.74,23.99,258.0,89.13,3.32,Open-Meteo ERA5,April
Kepulauan Bangka Belitung,2023,5,27.37,30.05,25.02,192.3,86.19,3.87,Open-Meteo ERA5,Mei
Kepulauan Bangka Belitung,2023,6,27.34,29.62,25.29,120.2,83.9,4.38,Open-Meteo ERA5,Juni
Kepulauan Bangka Belitung,2023,7,27.15,29.58,24.98,130.2,81.58,4.68,Open-Meteo ERA5,Juli
Kepulauan Bangka Belitung,2023,8,28.27,31.3,25.57,19.6,72.1,5.88,Open-Meteo ERA5,Agustus
Kepulauan Bangka Belitung,2023,9,28.45,31.88,25.27,23.6,70.57,6.26,Open-Meteo ERA5,September
Kepulauan Bangka Belitung,2023,10,28.43,32.03,25.09,53.0,75.23,4.93,Open-Meteo ERA5,Oktober
Kepulauan Bangka Belitung,2023,11,27.46,31.29,24.67,278.9,82.6,3.41,Open-Meteo ERA5,November
Kepulauan Bangka Belitung,2023,12,26.14,29.48,23.84,441.0,90.35,3.47,Open-Meteo ERA5,Desember
Kepulauan Bangka Belitung,2024,1,25.88,28.78,23.9,507.4,91.32,3.87,Open-Meteo ERA5,Januari
Kepulauan Bangka Belitung,2024,2,26.4,29.41,24.19,331.2,89.0,4.15,Open-Meteo ERA5,Februari
Kepulauan Bangka Belitung,2024,3,27.0,29.72,24.87,257.1,87.74,4.22,Open-Meteo ERA5,Maret
Kepulauan Bangka Belitung,2024,4,27.15,30.08,24.85,382.2,89.5,3.14,Open-Meteo ERA5,April
Kepulauan Bangka Belitung,2024,5,27.86,30.23,25.76,218.6,85.68,4.48,Open-Meteo ERA5,Mei
Kepulauan Bangka Belitung,2024,6,27.12,29.57,24.88,161.8,85.9,3.81,Open-Meteo ERA5,Juni
Kepulauan Bangka Belitung,2024,7,27.44,29.76,25.37,87.8,79.74,4.94,Open-Meteo ERA5,Juli
Kepulauan Bangka Belitung,2024,8,27.96,30.45,25.54,54.4,75.35,5.67,Open-Meteo ERA5,Agustus
Kepulauan Bangka Belitung,2024,9,27.95,31.21,25.28,140.3,77.67,5.05,Open-Meteo ERA5,September
Kepulauan Bangka Belitung,2024,10,28.17,31.51,25.29,81.6,77.45,4.14,Open-Meteo ERA5,Oktober
Kepulauan Bangka Belitung,2024,11,26.76,29.9,24.41,316.7,86.7,2.98,Open-Meteo ERA5,November
Kepulauan Bangka Belitung,2024,12,26.87,29.86,24.61,260.8,86.19,4.11,Open-Meteo ERA5,Desember
Kepulauan Riau,2015,1,26.16,27.33,25.25,115.7,80.52,6.98,Open-Meteo ERA5,Januari
Kepulauan Riau,2015,2,26.14,27.49,25.08,95.4,79.68,6.6,Open-Meteo ERA5,Februari
Kepulauan Riau,2015,3,27.02,28.62,25.72,106.0,80.45,5.0,Open-Meteo ERA5,Maret
Kepulauan Riau,2015,4,27.35,28.81,25.76,185.8,82.63,3.68,Open-Meteo ERA5,April
Kepulauan Riau,2015,5,27.54,28.68,26.17,225.9,82.97,4.01,Open-Meteo ERA5,Mei
Kepulauan Riau,2015,6,27.7,28.77,26.65,165.4,81.2,4.6,Open-Meteo ERA5,Juni
Kepulauan Riau,2015,7,27.77,28.88,26.77,62.3,80.03,5.38,Open-Meteo ERA5,Juli
Kepulauan Riau,2015,8,27.24,28.4,26.29,102.5,81.19,5.0,Open-Meteo ERA5,Agustus
Kepulauan Riau,2015,9,27.73,29.27,26.43,47.0,78.43,4.98,Open-Meteo ERA5,September
Kepulauan Riau,2015,10,27.76,29.6,26.27,88.6,78.13,4.1,Open-Meteo ERA5,Oktober
Kepulauan Riau,2015,11,26.84,28.08,25.63,318.2,84.03,3.15,Open-Meteo ERA5,November
Kepulauan Riau,2015,12,26.87,28.06,25.66,285.5,84.52,5.0,Open-Meteo ERA5,Desember
Kepulauan Riau,2016,1,26.97,28.13,25.87,231.0,85.0,5.14,Open-Meteo ERA5,Januari
Kepulauan Riau,2016,2,26.82,27.96,25.91,281.4,83.97,6.8,Open-Meteo ERA5,Februari
Kepulauan Riau,2016,3,27.56,28.86,26.48,122.5,82.1,5.47,Open-Meteo ERA5,Maret
Kepulauan Riau,2016,4,28.1,29.46,26.69,157.4,82.3,3.69,Open-Meteo ERA5,April
Kepulauan Riau,2016,5,28.02,29.41,26.58,300.8,83.39,3.51,Open-Meteo ERA5,Mei
Kepulauan Riau,2016,6,27.83,29.09,26.58,171.7,81.47,4.3,Open-Meteo ERA5,Juni
Kepulauan Riau,2016,7,27.73,28.88,26.52,163.7,81.39,4.31,Open-Meteo ERA5,Juli
Kepulauan Riau,2016,8,27.78,28.91,26.71,135.0,81.71,4.9,Open-Meteo ERA5,Agustus
Kepulauan Riau,2016,9,27.64,28.91,26.16,129.4,81.3,4.28,Open-Meteo ERA5,September
Kepulauan Riau,2016,10,27.29,28.62,25.87,235.1,82.71,4.29,Open-Meteo ERA5,Oktober
Kepulauan Riau,2016,11,26.82,28.06,25.51,370.8,84.7,4.02,Open-Meteo ERA5,November
Kepulauan Riau,2016,12,26.93,28.25,25.74,267.5,83.71,5.53,Open-Meteo ERA5,Desember
Kepulauan Riau,2017,1,26.55,28.66,24.86,313.2,86.35,4.21,Open-Meteo ERA5,Januari
Kepulauan Riau,2017,2,26.47,28.71,24.73,93.4,83.57,5.32,Open-Meteo ERA5,Februari
Kepulauan Riau,2017,3,26.73,29.41,24.59,150.9,84.61,3.8,Open-Meteo ERA5,Maret
Kepulauan Riau,2017,4,27.19,29.29,25.27,237.6,86.73,3.21,Open-Meteo ERA5,April
Kepulauan Riau,2017,5,27.77,29.4,26.23,178.3,85.19,3.97,Open-Meteo ERA5,Mei
Kepulauan Riau,2017,6,27.71,29.51,26.02,108.2,82.9,3.96,Open-Meteo ERA5,Juni
Kepulauan Riau,2017,7,27.55,29.01,26.19,109.7,81.06,5.17,Open-Meteo ERA5,Juli
Kepulauan Riau,2017,8,27.27,28.93,25.65,123.9,81.84,4.98,Open-Meteo ERA5,Agustus
Kepulauan Riau,2017,9,27.19,29.0,25.51,124.8,84.23,4.07,Open-Meteo ERA5,September
Kepulauan Riau,2017,10,27.03,29.02,25.15,175.5,86.68,3.36,Open-Meteo ERA5,Oktober
Kepulauan Riau,2017,11,26.76,28.8,25.11,247.2,87.1,3.73,Open-Meteo ERA5,November
Kepulauan Riau,2017,12,26.59,28.62,24.99,147.2,84.97,4.68,Open-Meteo ERA5,Desember
Kepulauan Riau,2018,1,25.99,28.04,24.45,351.2,86.55,4.82,Open-Meteo ERA5,Januari
Kepulauan Riau,2018,2,26.96,30.22,24.62,31.4,74.86,5.93,Open-Meteo ERA5,Februari
Kepulauan Riau,2018,3,27.26,30.45,24.68,120.7,80.9,4.06,Open-Meteo ERA5,Maret
Kepulauan Riau,2018,4,27.13,29.64,25.04,142.8,85.4,3.32,Open-Meteo ERA5,April
Kepulauan Riau,2018,5,27.19,29.22,25.35,208.3,85.81,3.23,Open-Meteo ERA5,Mei
Kepulauan Riau,2018,6,27.58,29.09,26.09,128.5,82.9,4.49,Open-Meteo ERA5,Juni
Kepulauan Riau,2018,7,27.6,29.13,26.31,68.5,80.97,5.24,Open-Meteo ERA5,Juli
Kepulauan Riau,2018,8,27.66,29.35,26.24,53.5,79.45,5.29,Open-Meteo ERA5,Agustus
Kepulauan Riau,2018,9,27.27,29.46,25.22,69.9,80.5,4.39,Open-Meteo ERA5,September
Kepulauan Riau,2018,10,26.97,29.54,24.87,249.8,84.55,3.41,Open-Meteo ERA5,Oktober
Kepulauan Riau,2018,11,26.44,28.33,24.8,331.2,89.03,3.3,Open-Meteo ERA5,November
Kepulauan Riau,2018,12,26.64,28.7,24.92,270.8,88.13,3.71,Open-Meteo ERA5,Desember
Kepulauan Riau,2019,1,26.97,29.17,25.24,78.3,81.71,5.62,Open-Meteo ERA5,Januari
Kepulauan Riau,2019,2,27.6,30.82,25.08,42.8,76.71,5.02,Open-Meteo ERA5,Februari
Kepulauan Riau,2019,3,27.96,31.57,24.67,86.7,75.94,4.42,Open-Meteo ERA5,Maret
Kepulauan Riau,2019,4,27.63,30.17,25.33,285.1,83.6,3.11,Open-Meteo ERA5,April
Kepulauan Riau,2019,5,27.91,29.85,25.9,152.1,84.16,3.71,Open-Meteo ERA5,Mei
Kepulauan Riau,2019,6,27.48,29.0,25.97,190.7,84.57,4.38,Open-Meteo ERA5,Juni
Kepulauan Riau,2019,7,28.07,29.98,26.42,43.9,76.03,5.27,Open-Meteo ERA5,Juli
Kepulauan Riau,2019,8,28.34,30.73,26.53,40.2,73.58,5.97,Open-Meteo ERA5,Agustus
Kepulauan Riau,2019,9,28.07,31.13,25.68,75.6,76.17,5.36,Open-Meteo ERA5,September
Kepulauan Riau,2019,10,27.13,29.98,24.84,141.3,83.68,3.66,Open-Meteo ERA5,Oktober
Kepulauan Riau,2019,11,27.14,29.66,24.95,164.3,84.57,3.31,Open-Meteo ERA5,November
Kepulauan Riau,2019,12,26.22,28.34,24.7,314.4,85.97,4.94,Open-Meteo ERA5,Desember
Kepulauan Riau,2020,1,26.92,29.48,24.94,72.0,82.45,5.62,Open-Meteo ERA5,Januari
Kepulauan Riau,2020,2,27.41,30.52,25.16,42.1,77.79,6.02,Open-Meteo ERA5,Februari
Kepulauan Riau,2020,3,28.22,32.01,25.09,79.1,77.13,4.52,Open-Meteo ERA5,Maret
Kepulauan Riau,2020,4,28.12,31.52,25.21,228.1,79.8,3.48,Open-Meteo ERA5,April
Kepulauan Riau,2020,5,27.92,30.03,25.95,326.8,85.06,3.47,Open-Meteo ERA5,Mei
Kepulauan Riau,2020,6,27.33,28.91,25.71,280.9,84.63,4.32,Open-Meteo ERA5,Juni
Kepulauan Riau,2020,7,26.9,28.52,25.32,197.7,84.97,4.2,Open-Meteo ERA5,Juli
Kepulauan Riau,2020,8,27.48,29.13,25.88,104.0,83.39,4.62,Open-Meteo ERA5,Agustus
Kepulauan Riau,2020,9,26.66,28.4,25.11,267.2,86.03,4.35,Open-Meteo ERA5,September
Kepulauan Riau,2020,10,27.06,28.78,25.42,213.2,85.19,4.22,Open-Meteo ERA5,Oktober
Kepulauan Riau,2020,11,26.44,28.37,24.85,334.8,88.47,3.4,Open-Meteo ERA5,November
Kepulauan Riau,2020,12,26.53,28.56,24.99,146.8,85.9,4.75,Open-Meteo ERA5,Desember
Kepulauan Riau,2021,1,25.77,27.75,24.35,381.7,84.16,6.09,Open-Meteo ERA5,Januari
Kepulauan Riau,2021,2,26.98,30.35,24.47,23.8,74.0,6.47,Open-Meteo ERA5,Februari
Kepulauan Riau,2021,3,27.05,30.24,24.4,215.2,81.74,4.32,Open-Meteo ERA5,Maret
Kepulauan Riau,2021,4,27.24,29.61,25.13,163.0,84.57,3.39,Open-Meteo ERA5,April
Kepulauan Riau,2021,5,27.47,29.47,25.43,262.5,86.39,3.31,Open-Meteo ERA5,Mei
Kepulauan Riau,2021,6,27.44,29.19,25.54,133.2,83.67,3.91,Open-Meteo ERA5,Juni
Kepulauan Riau,2021,7,27.65,29.39,25.89,117.6,80.97,4.56,Open-Meteo ERA5,Juli
Kepulauan Riau,2021,8,26.87,28.55,25.35,201.5,83.77,4.55,Open-Meteo ERA5,Agustus
Kepulauan Riau,2021,9,27.16,29.14,25.23,161.8,83.23,4.32,Open-Meteo ERA5,September
Kepulauan Riau,2021,10,27.39,29.34,25.58,137.8,84.29,4.03,Open-Meteo ERA5,Oktober
Kepulauan Riau,2021,11,26.71,29.03,24.82,268.8,86.63,3.79,Open-Meteo ERA5,November
Kepulauan Riau,2021,12,26.6,28.58,24.87,230.8,84.35,5.13,Open-Meteo ERA5,Desember
Kepulauan Riau,2022,1,26.49,29.1,24.38,68.4,81.32,5.5,Open-Meteo ERA5,Januari
Kepulauan Riau,2022,2,26.42,29.07,24.35,185.5,83.93,4.74,Open-Meteo ERA5,Februari
Kepulauan Riau,2022,3,27.3,30.03,25.04,96.1,83.13,3.88,Open-Meteo ERA5,Maret
Kepulauan Riau,2022,4,27.52,30.21,25.14,94.3,83.03,3.53,Open-Meteo ERA5,April
Kepulauan Riau,2022,5,28.06,30.33,25.79,122.4,82.03,3.97,Open-Meteo ERA5,Mei
Kepulauan Riau,2022,6,26.76,28.77,24.82,391.1,84.67,3.76,Open-Meteo ERA5,Juni
Kepulauan Riau,2022,7,27.6,29.49,25.81,110.6,81.84,4.38,Open-Meteo ERA5,Juli
Kepulauan Riau,2022,8,27.0,28.86,25.25,284.0,83.13,4.61,Open-Meteo ERA5,Agustus
Kepulauan Riau,2022,9,26.85,28.64,25.06,206.2,83.77,4.46,Open-Meteo ERA5,September
Kepulauan Riau,2022,10,26.48,28.43,24.69,319.3,86.42,3.95,Open-Meteo ERA5,Oktober
Kepulauan Riau,2022,11,26.58,28.63,24.71,244.3,86.8,3.87,Open-Meteo ERA5,November
Kepulauan Riau,2022,12,26.11,28.1,24.55,245.1,85.16,4.76,Open-Meteo ERA5,Desember
Kepulauan Riau,2023,1,25.96,28.16,24.14,297.0,84.42,5.34,Open-Meteo ERA5,Januari
Kepulauan Riau,2023,2,26.38,28.81,24.69,120.9,81.82,5.89,Open-Meteo ERA5,Februari
Kepulauan Riau,2023,3,26.13,28.51,24.28,249.7,84.71,4.84,Open-Meteo ERA5,Maret
Kepulauan Riau,2023,4,27.31,29.93,24.96,175.4,85.1,3.41,Open-Meteo ERA5,April
Kepulauan Riau,2023,5,28.05,29.98,26.01,187.8,83.23,4.05,Open-Meteo ERA5,Mei
Kepulauan Riau,2023,6,27.88,29.65,25.92,200.0,82.0,4.52,Open-Meteo ERA5,Juni
Kepulauan Riau,2023,7,27.97,29.22,26.57,366.3,80.35,5.48,Open-Meteo ERA5,Juli
Kepulauan Riau,2023,8,28.05,29.13,26.63,166.1,79.23,5.77,Open-Meteo ERA5,Agustus
Kepulauan Riau,2023,9,28.08,29.32,26.73,125.6,79.43,5.84,Open-Meteo ERA5,September
Kepulauan Riau,2023,10,28.11,29.91,26.32,181.2,82.06,4.56,Open-Meteo ERA5,Oktober
Kepulauan Riau,2023,11,27.47,29.23,26.04,301.5,85.6,4.05,Open-Meteo ERA5,November
Kepulauan Riau,2023,12,26.86,28.45,25.41,357.3,86.0,4.85,Open-Meteo ERA5,Desember
Kepulauan Riau,2024,1,26.63,28.15,25.31,350.4,85.06,5.93,Open-Meteo ERA5,Januari
Kepulauan Riau,2024,2,27.59,29.33,26.09,65.2,81.31,6.02,Open-Meteo ERA5,Februari
Kepulauan Riau,2024,3,28.2,30.24,26.57,100.9,79.61,5.28,Open-Meteo ERA5,Maret
Kepulauan Riau,2024,4,28.56,30.19,26.9,417.5,82.8,3.89,Open-Meteo ERA5,April
Kepulauan Riau,2024,5,28.76,30.06,27.04,297.1,81.87,4.65,Open-Meteo ERA5,Mei
Kepulauan Riau,2024,6,28.36,29.64,26.92,245.1,80.77,4.38,Open-Meteo ERA5,Juni
Kepulauan Riau,2024,7,28.49,29.49,27.25,72.1,78.32,6.06,Open-Meteo ERA5,Juli
Kepulauan Riau,2024,8,27.94,29.17,26.35,180.8,80.03,5.54,Open-Meteo ERA5,Agustus
Kepulauan Riau,2024,9,28.03,29.28,26.41,177.0,81.27,5.58,Open-Meteo ERA5,September
Kepulauan Riau,2024,10,27.96,29.2,26.32,217.6,82.52,4.36,Open-Meteo ERA5,Oktober
Kepulauan Riau,2024,11,27.09,28.79,25.49,312.5,86.87,4.07,Open-Meteo ERA5,November
Kepulauan Riau,2024,12,27.35,29.1,25.92,113.8,83.45,5.36,Open-Meteo ERA5,Desember
Lampung,2015,1,25.31,29.29,22.92,330.8,89.77,2.45,Open-Meteo ERA5,Januari
Lampung,2015,2,25.48,29.35,23.0,244.5,88.82,2.4,Open-Meteo ERA5,Februari
Lampung,2015,3,25.68,29.52,23.23,244.6,89.32,2.54,Open-Meteo ERA5,Maret
Lampung,2015,4,25.91,29.49,23.36,289.9,90.0,2.43,Open-Meteo ERA5,April
Lampung,2015,5,26.22,29.62,23.8,156.1,89.0,2.31,Open-Meteo ERA5,Mei
Lampung,2015,6,25.91,29.32,23.18,83.4,87.13,2.37,Open-Meteo ERA5,Juni
Lampung,2015,7,25.91,29.41,23.17,53.4,82.94,3.14,Open-Meteo ERA5,Juli
Lampung,2015,8,26.15,29.93,23.2,43.0,80.9,2.9,Open-Meteo ERA5,Agustus
Lampung,2015,9,26.55,30.99,23.3,51.8,77.97,3.21,Open-Meteo ERA5,September
Lampung,2015,10,27.65,32.35,24.05,25.2,73.97,3.0,Open-Meteo ERA5,Oktober
Lampung,2015,11,26.78,31.04,24.02,272.5,84.93,2.6,Open-Meteo ERA5,November
Lampung,2015,12,25.9,29.57,23.57,315.1,90.13,2.64,Open-Meteo ERA5,Desember
Lampung,2016,1,26.37,30.31,24.01,298.0,88.48,2.66,Open-Meteo ERA5,Januari
Lampung,2016,2,26.02,29.73,23.86,379.7,90.24,2.59,Open-Meteo ERA5,Februari
Lampung,2016,3,26.4,30.3,23.97,403.8,90.29,2.44,Open-Meteo ERA5,Maret
Lampung,2016,4,26.27,29.94,24.0,471.6,91.9,2.32,Open-Meteo ERA5,April
Lampung,2016,5,26.41,29.79,24.13,283.7,91.23,2.21,Open-Meteo ERA5,Mei
Lampung,2016,6,26.08,29.52,23.72,173.6,89.13,2.41,Open-Meteo ERA5,Juni
Lampung,2016,7,25.92,29.47,23.52,183.3,89.42,2.34,Open-Meteo ERA5,Juli
Lampung,2016,8,26.02,29.44,23.63,152.4,87.0,2.73,Open-Meteo ERA5,Agustus
Lampung,2016,9,25.94,29.72,23.64,291.3,88.77,2.7,Open-Meteo ERA5,September
Lampung,2016,10,25.56,28.98,23.56,355.5,90.58,2.94,Open-Meteo ERA5,Oktober
Lampung,2016,11,25.72,29.14,23.57,360.2,90.7,2.6,Open-Meteo ERA5,November
Lampung,2016,12,25.91,29.54,23.43,278.7,89.13,2.97,Open-Meteo ERA5,Desember
Lampung,2017,1,25.51,29.19,22.87,238.5,86.87,2.76,Open-Meteo ERA5,Januari
Lampung,2017,2,25.05,28.72,22.61,302.3,87.82,3.1,Open-Meteo ERA5,Februari
Lampung,2017,3,25.71,29.65,23.08,264.4,85.9,2.95,Open-Meteo ERA5,Maret
Lampung,2017,4,25.83,29.01,23.55,208.3,86.33,3.1,Open-Meteo ERA5,April
Lampung,2017,5,26.13,28.91,24.01,170.9,86.29,2.6,Open-Meteo ERA5,Mei
Lampung,2017,6,25.7,28.63,23.4,172.9,86.6,2.65,Open-Meteo ERA5,Juni
Lampung,2017,7,25.56,28.2,23.43,132.6,84.94,2.98,Open-Meteo ERA5,Juli
Lampung,2017,8,25.6,28.47,23.35,92.3,82.68,3.22,Open-Meteo ERA5,Agustus
Lampung,2017,9,25.86,28.85,23.6,106.3,82.53,3.6,Open-Meteo ERA5,September
Lampung,2017,10,25.91,28.65,24.13,157.2,84.77,4.28,Open-Meteo ERA5,Oktober
Lampung,2017,11,25.8,28.92,23.81,206.4,85.87,3.56,Open-Meteo ERA5,November
Lampung,2017,12,25.34,28.87,22.9,291.6,87.13,2.93,Open-Meteo ERA5,Desember
Lampung,2018,1,25.45,29.1,22.89,192.9,84.84,2.45,Open-Meteo ERA5,Januari
Lampung,2018,2,24.92,28.91,22.45,291.2,88.54,3.3,Open-Meteo ERA5,Februari
Lampung,2018,3,25.36,29.1,22.79,218.4,87.58,2.93,Open-Meteo ERA5,Maret
Lampung,2018,4,25.66,29.18,23.12,188.1,87.53,2.57,Open-Meteo ERA5,April
Lampung,2018,5,25.62,28.61,23.25,184.2,87.84,2.48,Open-Meteo ERA5,Mei
Lampung,2018,6,25.6,28.66,23.24,155.6,87.3,2.62,Open-Meteo ERA5,Juni
Lampung,2018,7,25.36,28.1,23.05,33.7,81.48,3.42,Open-Meteo ERA5,Juli
Lampung,2018,8,25.45,28.31,23.1,74.2,79.97,3.64,Open-Meteo ERA5,Agustus
Lampung,2018,9,25.41,28.22,23.17,104.7,82.57,3.8,Open-Meteo ERA5,September
Lampung,2018,10,26.14,29.06,23.9,95.9,83.39,3.69,Open-Meteo ERA5,Oktober
Lampung,2018,11,25.65,28.32,23.87,221.6,87.63,3.71,Open-Meteo ERA5,November
Lampung,2018,12,25.51,28.39,23.29,280.8,87.29,3.2,Open-Meteo ERA5,Desember
Lampung,2019,1,25.34,29.03,22.84,343.4,88.74,3.3,Open-Meteo ERA5,Januari
Lampung,2019,2,25.43,29.28,22.72,235.9,88.96,2.84,Open-Meteo ERA5,Februari
Lampung,2019,3,25.72,29.48,23.21,271.5,88.29,2.96,Open-Meteo ERA5,Maret
Lampung,2019,4,25.95,29.32,23.4,300.8,88.97,2.82,Open-Meteo ERA5,April
Lampung,2019,5,26.16,28.99,23.71,162.5,86.87,2.93,Open-Meteo ERA5,Mei
Lampung,2019,6,25.87,28.51,23.51,78.6,84.83,2.94,Open-Meteo ERA5,Juni
Lampung,2019,7,25.43,28.6,22.86,71.0,83.03,3.17,Open-Meteo ERA5,Juli
Lampung,2019,8,25.07,28.25,22.48,37.2,80.1,3.85,Open-Meteo ERA5,Agustus
Lampung,2019,9,25.48,29.43,22.31,32.1,79.87,3.84,Open-Meteo ERA5,September
Lampung,2019,10,26.15,29.86,23.42,23.8,79.23,4.21,Open-Meteo ERA5,Oktober
Lampung,2019,11,26.41,29.9,23.75,61.9,80.07,4.16,Open-Meteo ERA5,November
Lampung,2019,12,25.89,29.78,23.31,185.8,86.58,3.02,Open-Meteo ERA5,Desember
Lampung,2020,1,25.52,29.4,23.07,356.3,90.16,3.25,Open-Meteo ERA5,Januari
Lampung,2020,2,25.72,29.57,23.31,274.0,87.97,4.2,Open-Meteo ERA5,Februari
